Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Income
Masters,2017,New Delhi,2,28,Male,No,2,0,849121
Bachelors,2015,Bangalore,3,29,Male,No,2,0,535470
Bachelors,2012,New Delhi,3,30,Male,No,1,1,596253
Masters,2016,Pune,3,30,Male,No,1,0,617260
Bachelors,2014,Pune,3,30,Male,No,1,0,570085
Bachelors,2018,Bangalore,3,26,Male,No,4,1,550793
Masters,2017,Bangalore,3,26,Male,No,4,1,405034
Bachelors,2012,New Delhi,3,27,Female,No,5,0,617128
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,661124
PHD,2014,Bangalore,3,27,Male,No,5,0,487515
Masters,2017,New Delhi,2,26,Male,Yes,4,1,927654
Bachelors,2013,Bangalore,3,30,Female,No,1,1,538436
Bachelors,2012,Bangalore,3,30,Female,No,2,0,560236
Masters,2018,New Delhi,3,26,Male,Yes,4,1,492303
Bachelors,2013,Bangalore,1,28,Female,No,1,0,1295236
Bachelors,2017,Bangalore,3,30,Male,No,1,0,401739
Masters,2017,Pune,2,30,Female,No,2,1,808773
PHD,2016,Bangalore,3,27,Male,No,5,0,676316
Bachelors,2016,New Delhi,3,28,Female,No,2,0,457129
Bachelors,2015,Pune,2,29,Female,No,1,1,832169
Bachelors,2013,Bangalore,3,27,Female,No,5,0,420644
Masters,2014,Pune,3,27,Male,No,5,0,673794
Masters,2017,New Delhi,2,26,Female,Yes,4,1,1040694
Masters,2017,New Delhi,2,30,Female,No,1,0,1094035
Masters,2018,New Delhi,3,27,Female,No,5,1,699604
Bachelors,2017,Pune,2,29,Male,No,1,0,1079955
Masters,2014,New Delhi,1,29,Male,No,1,0,1245775
Bachelors,2015,Pune,2,30,Female,No,2,1,808272
Bachelors,2014,Bangalore,3,30,Male,No,2,1,540004
Masters,2018,New Delhi,1,30,Female,No,2,0,1249959
Bachelors,2017,Bangalore,3,29,Male,No,1,0,640768
Bachelors,2016,Pune,3,28,Male,No,2,0,581848
Bachelors,2018,Bangalore,3,26,Female,No,4,1,594943
Bachelors,2014,Bangalore,1,28,Female,No,2,0,1488557
Masters,2017,New Delhi,2,29,Female,No,2,0,821710
Masters,2013,New Delhi,3,26,Male,No,4,1,663808
Bachelors,2017,New Delhi,2,28,Female,No,1,0,1059347
Bachelors,2016,Bangalore,3,30,Female,No,1,0,481541
PHD,2015,Pune,3,27,Male,No,5,0,419237
Bachelors,2016,Bangalore,3,29,Male,No,2,0,663805
Bachelors,2014,Pune,2,28,Female,No,2,1,1077626
Bachelors,2016,Bangalore,3,26,Male,No,4,0,536553
Masters,2017,New Delhi,2,30,Female,Yes,2,0,851796
PHD,2013,New Delhi,3,30,Female,No,2,0,667616
Bachelors,2015,Bangalore,3,29,Male,No,2,0,559620
Bachelors,2017,Bangalore,3,28,Male,No,2,0,520282
Bachelors,2015,Bangalore,3,29,Male,No,2,1,422613
Bachelors,2015,Pune,1,26,Female,No,4,1,1278764
Bachelors,2013,Bangalore,3,28,Male,No,1,0,511021
Bachelors,2015,Pune,2,29,Female,No,2,1,909294
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,474183
Masters,2014,Pune,3,30,Male,No,2,0,496056
Masters,2017,Pune,2,30,Male,Yes,2,0,1059438
Bachelors,2017,Pune,3,27,Male,No,5,0,604774
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,621070
Bachelors,2014,New Delhi,3,27,Female,No,5,0,646459
Bachelors,2015,Pune,2,29,Female,Yes,1,1,823488
Bachelors,2013,Pune,3,26,Male,No,4,0,464162
Bachelors,2014,New Delhi,3,30,Male,No,1,0,446059
Bachelors,2013,Pune,2,26,Male,No,4,0,875227
Bachelors,2016,Bangalore,3,26,Male,No,4,0,583338
Masters,2017,New Delhi,2,28,Female,No,2,0,1051747
Masters,2017,New Delhi,2,27,Male,No,5,1,960008
Bachelors,2017,Pune,2,29,Female,No,1,1,804986
Masters,2017,New Delhi,2,28,Female,No,1,1,986097
Bachelors,2017,New Delhi,2,26,Male,No,4,0,1079531
Bachelors,2014,Bangalore,3,29,Female,No,1,1,618589
Bachelors,2012,Bangalore,3,28,Male,No,1,0,612934
Bachelors,2016,Bangalore,3,27,Male,No,5,0,573950
Bachelors,2012,Bangalore,3,28,Female,No,1,0,517888
Masters,2015,Pune,2,30,Female,No,2,1,953765
Masters,2017,New Delhi,2,28,Male,No,2,0,1031641
Masters,2015,Pune,2,29,Female,No,1,0,1060306
Masters,2015,Bangalore,3,26,Male,No,4,1,431972
Bachelors,2013,Bangalore,3,26,Male,No,4,0,414045
Bachelors,2017,Bangalore,3,29,Female,No,1,0,453738
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,400197
Bachelors,2014,New Delhi,3,29,Female,No,2,0,529784
Bachelors,2017,New Delhi,3,27,Female,No,5,0,439897
Masters,2017,Pune,2,28,Female,No,2,0,871645
Masters,2013,New Delhi,3,27,Female,No,5,1,409761
Masters,2017,New Delhi,3,27,Male,Yes,5,1,441051
Bachelors,2013,Bangalore,3,30,Male,No,2,0,435433
Bachelors,2015,Pune,2,27,Female,Yes,5,1,803247
Bachelors,2014,Bangalore,3,26,Male,No,4,0,496144
Bachelors,2015,Bangalore,2,27,Female,No,5,1,953770
Bachelors,2015,Bangalore,3,30,Male,No,2,1,681553
Masters,2017,Bangalore,2,27,Male,No,5,0,1020529
Bachelors,2017,Bangalore,3,30,Male,No,2,1,623054
Bachelors,2016,Pune,2,30,Female,No,2,1,918926
Masters,2016,Pune,1,27,Female,No,5,0,1349898
Bachelors,2012,Bangalore,3,26,Male,No,4,0,452577
Bachelors,2014,Bangalore,3,27,Male,No,5,0,421611
Bachelors,2015,Pune,3,29,Female,No,2,1,415765
Bachelors,2013,New Delhi,3,26,Male,No,4,0,629238
Bachelors,2015,Pune,2,29,Female,No,2,1,922389
Bachelors,2013,Pune,3,28,Male,No,2,0,699433
Bachelors,2013,Pune,2,27,Male,No,5,1,861959
Masters,2014,New Delhi,3,28,Male,No,1,1,639397
Bachelors,2016,New Delhi,3,27,Female,No,5,1,442180
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,571666
Masters,2018,New Delhi,1,26,Female,No,4,1,1356618
Bachelors,2015,Bangalore,3,27,Female,No,5,0,572113
Bachelors,2013,Pune,2,27,Female,No,5,1,855455
Bachelors,2014,New Delhi,3,28,Female,No,2,0,504002
Bachelors,2014,Bangalore,3,27,Male,No,5,0,556836
Bachelors,2016,Bangalore,3,29,Female,No,1,0,488423
Bachelors,2012,Bangalore,3,29,Female,No,1,0,517840
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,494365
Bachelors,2012,Pune,3,30,Male,No,1,0,469117
Bachelors,2013,Bangalore,3,30,Male,Yes,1,1,698304
Bachelors,2014,Bangalore,3,27,Male,No,5,0,637217
Bachelors,2015,New Delhi,3,29,Female,Yes,1,0,488033
Bachelors,2014,Bangalore,3,30,Female,No,1,0,417195
Bachelors,2014,Pune,1,28,Male,No,2,0,1465748
Bachelors,2015,Pune,3,27,Female,No,5,0,582606
Bachelors,2016,Bangalore,3,30,Male,No,1,1,532796
Bachelors,2016,Pune,3,26,Female,No,4,1,689040
Bachelors,2018,New Delhi,3,27,Female,Yes,5,1,448058
Bachelors,2015,Bangalore,3,26,Male,No,4,0,421968
Masters,2017,New Delhi,2,27,Male,No,5,1,996001
Bachelors,2015,Bangalore,3,26,Male,No,4,0,414874
Bachelors,2017,Pune,3,26,Female,No,4,1,436231
Bachelors,2012,Pune,1,27,Male,No,5,0,1403751
Bachelors,2016,Bangalore,3,26,Male,No,4,0,560398
PHD,2017,Bangalore,3,28,Female,No,1,0,624097
Bachelors,2015,Pune,3,29,Female,No,1,1,528283
Masters,2014,New Delhi,3,30,Male,Yes,2,0,583047
Bachelors,2013,Pune,3,26,Male,No,4,0,403988
Bachelors,2012,Bangalore,3,27,Male,No,5,0,607047
Bachelors,2015,Pune,3,28,Male,No,1,0,557868
Bachelors,2013,Bangalore,3,26,Male,No,4,0,438309
Bachelors,2013,New Delhi,3,26,Male,No,4,0,473617
Masters,2012,New Delhi,3,30,Male,No,2,0,496934
PHD,2013,New Delhi,3,27,Male,No,5,0,587609
Bachelors,2012,Bangalore,3,27,Male,No,5,0,662008
Bachelors,2018,Bangalore,3,30,Male,Yes,1,1,651007
Bachelors,2012,Bangalore,3,26,Female,No,4,0,440485
Masters,2017,New Delhi,3,29,Female,No,2,0,610074
Bachelors,2014,Bangalore,3,29,Male,No,2,0,691790
Bachelors,2017,New Delhi,3,28,Male,No,1,0,447501
Bachelors,2015,Pune,2,26,Female,No,4,1,863733
Bachelors,2018,Bangalore,3,27,Female,No,5,1,469079
Bachelors,2014,Bangalore,1,28,Male,No,1,0,1381019
Bachelors,2016,Bangalore,3,28,Male,No,1,0,488484
Bachelors,2014,Pune,3,26,Male,No,4,0,609008
Bachelors,2012,Pune,3,26,Male,No,4,0,430325
Bachelors,2015,Bangalore,3,28,Male,No,2,0,510767
Bachelors,2014,Bangalore,3,28,Male,No,1,0,638020
Bachelors,2016,Bangalore,3,27,Male,No,5,0,586292
PHD,2012,New Delhi,1,29,Female,No,2,0,1235145
Bachelors,2013,Bangalore,3,30,Female,No,2,1,427334
Bachelors,2016,Bangalore,3,26,Male,No,4,0,446042
Bachelors,2014,Pune,3,28,Male,No,1,0,547029
Masters,2013,New Delhi,2,26,Male,No,4,1,961863
Bachelors,2017,Bangalore,3,27,Male,No,5,0,698936
Bachelors,2013,Pune,3,27,Female,No,5,0,579791
PHD,2015,New Delhi,3,28,Male,No,2,0,624582
Masters,2017,Pune,2,28,Male,No,2,0,849902
Bachelors,2014,Pune,3,28,Male,No,4,0,514128
Bachelors,2016,Bangalore,3,29,Female,No,1,1,442411
Bachelors,2017,Bangalore,3,26,Female,No,4,1,559028
Bachelors,2015,Bangalore,3,30,Male,No,0,0,419951
Masters,2012,New Delhi,3,30,Male,No,2,0,547545
Bachelors,2012,Bangalore,1,30,Female,No,0,0,1433942
Bachelors,2014,New Delhi,3,27,Female,No,5,0,527433
Bachelors,2017,New Delhi,2,28,Female,No,0,0,1070848
Bachelors,2012,Pune,3,26,Male,No,4,0,625240
Bachelors,2015,Pune,3,29,Female,No,3,1,602449
Masters,2017,Pune,2,30,Male,No,0,1,914119
Bachelors,2013,New Delhi,3,26,Male,No,4,0,477758
Masters,2014,Pune,3,30,Male,No,0,1,636290
Bachelors,2013,Pune,3,29,Male,Yes,2,0,632894
Bachelors,2017,Bangalore,3,28,Male,No,3,0,570373
Masters,2018,New Delhi,3,27,Male,Yes,5,1,531748
Masters,2017,New Delhi,2,26,Female,Yes,4,1,901239
Bachelors,2012,Bangalore,3,30,Female,No,0,1,595978
Bachelors,2012,Bangalore,3,29,Female,No,4,0,559325
Bachelors,2014,Bangalore,3,29,Male,No,1,0,481477
Bachelors,2016,Bangalore,3,27,Male,No,5,0,653617
Bachelors,2015,Bangalore,3,28,Male,Yes,4,0,661708
Bachelors,2014,Bangalore,3,26,Male,No,4,0,582321
Bachelors,2016,Pune,3,29,Male,No,5,0,508688
Bachelors,2014,Bangalore,3,29,Male,No,0,0,562335
Masters,2013,Bangalore,3,30,Male,No,5,1,607842
Bachelors,2017,New Delhi,3,30,Female,Yes,3,0,507622
Bachelors,2014,Bangalore,3,27,Male,No,5,0,686201
PHD,2015,Pune,2,30,Female,No,4,0,1006757
Masters,2014,Bangalore,3,30,Male,No,4,1,418668
Masters,2017,New Delhi,2,27,Male,No,5,1,1021920
Bachelors,2013,Pune,3,30,Male,No,0,0,561027
Masters,2017,Pune,2,30,Male,No,0,0,1017694
Masters,2017,New Delhi,2,29,Female,No,2,0,802903
Masters,2017,New Delhi,2,29,Male,No,2,0,1072841
Bachelors,2014,Bangalore,1,27,Male,No,5,1,1235017
Bachelors,2012,Bangalore,3,27,Female,No,5,0,531982
Bachelors,2017,Bangalore,3,27,Male,No,5,0,439983
Masters,2018,New Delhi,3,30,Female,No,4,1,435801
Bachelors,2015,Bangalore,3,29,Female,No,1,0,626675
Bachelors,2014,Pune,3,26,Female,No,4,1,406588
Masters,2016,Pune,3,28,Male,No,2,0,538399
Bachelors,2015,New Delhi,3,28,Female,No,4,0,618422
Bachelors,2015,Bangalore,3,30,Male,No,0,0,543150
Bachelors,2014,Bangalore,3,28,Female,No,3,0,559234
Bachelors,2017,Bangalore,3,28,Male,No,4,0,454606
Bachelors,2013,Bangalore,3,26,Male,No,4,0,509139
Bachelors,2015,Bangalore,3,28,Female,No,0,0,659677
Bachelors,2015,Pune,2,28,Female,No,2,1,986555
Masters,2013,Pune,3,27,Female,Yes,5,1,563040
Bachelors,2016,Bangalore,3,27,Male,No,5,1,607847
Bachelors,2012,Pune,3,29,Male,No,1,0,564289
Bachelors,2015,Pune,2,28,Female,No,0,1,808643
Bachelors,2018,Pune,3,30,Male,Yes,3,1,642100
Bachelors,2016,Bangalore,3,29,Male,No,5,0,606057
Masters,2013,New Delhi,2,27,Female,No,5,1,1010285
Masters,2017,New Delhi,2,30,Male,No,2,0,1031081
Bachelors,2012,New Delhi,3,26,Male,No,4,0,561250
Bachelors,2016,Bangalore,3,30,Male,No,2,1,586851
Bachelors,2017,New Delhi,2,29,Male,No,3,1,983014
Bachelors,2017,Pune,2,28,Male,No,3,0,1086151
Bachelors,2013,Bangalore,3,27,Male,No,5,0,579007
Bachelors,2013,Bangalore,3,29,Male,Yes,4,0,567641
Bachelors,2013,Bangalore,3,30,Male,No,5,0,684255
Bachelors,2015,Bangalore,3,26,Male,No,4,0,533065
Bachelors,2015,Pune,2,26,Female,No,4,1,845969
Bachelors,2012,Bangalore,3,29,Male,Yes,2,1,681688
Masters,2015,Bangalore,3,28,Male,No,0,1,492833
Bachelors,2014,New Delhi,3,29,Female,No,2,0,463600
Masters,2015,Pune,3,29,Female,No,4,0,684265
Bachelors,2013,Bangalore,3,27,Male,No,5,0,489284
Bachelors,2013,Pune,3,27,Female,No,5,1,560287
Bachelors,2017,Bangalore,3,30,Male,No,1,1,607202
Masters,2014,Pune,3,30,Male,No,2,0,550641
Bachelors,2015,New Delhi,3,28,Female,No,4,0,492909
Bachelors,2013,Bangalore,3,26,Female,No,4,0,647849
Bachelors,2014,Bangalore,3,28,Male,No,5,0,475629
Bachelors,2017,Bangalore,1,28,Female,No,0,1,1257301
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,481955
Bachelors,2013,Bangalore,3,28,Male,No,5,0,550456
Masters,2013,New Delhi,3,30,Male,No,2,1,486246
Masters,2013,New Delhi,1,29,Female,No,2,1,1205258
Bachelors,2017,Bangalore,3,26,Male,No,4,0,435844
Bachelors,2015,Pune,3,28,Male,No,3,0,465720
Bachelors,2013,Bangalore,3,29,Male,No,2,0,512782
Masters,2017,New Delhi,2,28,Female,No,2,0,838526
Masters,2017,New Delhi,2,30,Female,No,2,0,1037055
PHD,2013,New Delhi,3,27,Female,No,5,0,680561
Bachelors,2016,Pune,3,26,Male,No,4,0,668551
Bachelors,2017,New Delhi,2,26,Female,No,4,0,1037098
Bachelors,2016,Bangalore,3,28,Female,No,1,1,506073
Bachelors,2017,Pune,2,27,Female,No,5,1,910663
Bachelors,2012,Bangalore,3,27,Female,No,5,0,463135
Bachelors,2014,Bangalore,3,26,Male,No,4,1,437718
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,449177
Bachelors,2015,Bangalore,3,27,Female,No,5,0,619850
Bachelors,2015,Pune,3,29,Male,No,1,0,434690
Bachelors,2018,Bangalore,3,26,Male,No,4,1,685505
Bachelors,2012,Bangalore,3,26,Female,No,4,0,445745
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,687079
Bachelors,2015,Pune,3,30,Female,No,0,1,678559
Bachelors,2017,Bangalore,3,30,Male,No,3,0,678957
PHD,2012,New Delhi,3,29,Male,No,5,0,449188
Bachelors,2016,Pune,3,29,Male,No,5,0,658512
Bachelors,2014,Bangalore,3,26,Female,Yes,4,0,630134
PHD,2014,New Delhi,3,28,Female,No,0,0,672845
Bachelors,2018,Bangalore,3,28,Male,No,1,1,608062
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,449547
Bachelors,2013,Bangalore,3,28,Male,No,2,0,564956
Bachelors,2018,Bangalore,3,29,Male,No,0,1,451964
Bachelors,2016,Bangalore,3,29,Male,No,3,0,655387
Bachelors,2018,Pune,3,30,Female,No,2,1,469346
Bachelors,2013,Bangalore,3,26,Male,No,4,0,430865
Bachelors,2014,Pune,3,29,Male,No,3,0,497447
Bachelors,2013,Pune,3,30,Male,No,4,0,518560
Masters,2015,New Delhi,3,29,Male,No,2,0,598413
Bachelors,2018,Pune,3,27,Male,No,5,1,468367
Bachelors,2016,Bangalore,3,28,Male,No,2,0,688568
Bachelors,2015,Bangalore,3,29,Male,No,1,0,603007
Bachelors,2016,Bangalore,3,30,Male,No,0,0,565281
Bachelors,2016,Bangalore,3,28,Female,No,1,0,486319
Bachelors,2017,New Delhi,3,26,Female,No,4,0,476598
Bachelors,2014,Pune,2,29,Female,No,1,1,809722
PHD,2013,New Delhi,3,30,Female,No,2,0,404169
Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,644588
Bachelors,2015,Bangalore,3,28,Male,No,1,0,607742
Bachelors,2016,Pune,3,28,Male,No,5,0,546681
Bachelors,2017,Pune,2,28,Female,No,1,1,1014066
Bachelors,2015,Bangalore,3,30,Male,No,4,0,535732
Masters,2012,New Delhi,3,27,Male,No,5,0,463608
Masters,2017,New Delhi,3,29,Female,Yes,2,0,507587
Bachelors,2018,New Delhi,3,29,Female,No,2,1,551814
Bachelors,2018,Bangalore,3,29,Male,No,0,1,608354
Bachelors,2012,Bangalore,3,28,Female,No,0,0,696589
Bachelors,2015,Pune,2,28,Female,No,0,1,1087105
Masters,2017,New Delhi,2,27,Female,No,5,1,1005328
Bachelors,2018,Pune,3,28,Female,No,5,1,490508
Bachelors,2016,Pune,3,28,Male,No,1,0,659221
Bachelors,2014,Bangalore,1,26,Male,No,4,1,1309286
Bachelors,2014,New Delhi,2,29,Female,No,3,1,968979
Masters,2014,Pune,3,26,Male,No,4,1,644173
Bachelors,2017,Pune,3,27,Male,No,5,0,589693
Bachelors,2013,Pune,3,30,Male,No,4,1,682069
Bachelors,2015,Bangalore,3,30,Male,No,3,0,599169
Bachelors,2012,Bangalore,3,29,Male,No,2,1,537078
Bachelors,2014,Pune,3,26,Male,No,4,0,480893
Bachelors,2013,Bangalore,3,26,Female,No,4,0,454076
Masters,2017,New Delhi,2,30,Female,No,2,1,995347
Bachelors,2012,Pune,3,29,Male,No,0,0,471233
Bachelors,2015,Pune,1,30,Female,No,0,1,1247362
Bachelors,2017,Bangalore,3,28,Male,No,3,0,518058
Bachelors,2013,Bangalore,3,28,Male,No,5,0,584575
Bachelors,2017,Pune,2,30,Female,No,4,1,849716
Bachelors,2017,Pune,2,28,Male,No,5,0,1084327
Bachelors,2014,New Delhi,3,27,Female,No,5,1,501418
Bachelors,2012,Bangalore,3,28,Female,No,2,0,531508
Bachelors,2013,Bangalore,3,29,Female,No,5,0,444968
Bachelors,2012,Bangalore,3,27,Female,No,5,1,568994
Bachelors,2017,Pune,2,28,Female,No,3,1,1002812
Bachelors,2015,Bangalore,1,29,Male,No,4,0,1388315
Bachelors,2013,Bangalore,2,30,Male,No,0,1,1034021
PHD,2018,Bangalore,3,28,Male,No,2,1,538203
Bachelors,2015,Pune,3,28,Female,No,3,1,657001
Bachelors,2015,Bangalore,3,27,Male,No,5,0,431278
Bachelors,2015,Bangalore,3,30,Female,No,3,1,612366
Bachelors,2012,Bangalore,3,29,Male,No,5,0,415345
Bachelors,2012,Bangalore,3,27,Female,No,5,0,419095
Bachelors,2015,Bangalore,3,26,Female,No,4,0,577666
Bachelors,2016,Pune,3,27,Male,No,5,0,603703
Bachelors,2013,Bangalore,3,27,Female,No,5,0,651937
Bachelors,2013,Pune,3,28,Male,No,0,0,563691
Bachelors,2014,Pune,3,29,Male,No,1,0,663479
Bachelors,2017,New Delhi,2,27,Male,No,5,0,1056277
Bachelors,2013,New Delhi,3,27,Female,No,5,0,528847
Bachelors,2017,Pune,3,30,Male,No,5,0,584978
Bachelors,2013,Pune,3,27,Male,No,5,0,685318
Bachelors,2012,New Delhi,3,30,Female,Yes,3,0,651011
Bachelors,2013,Pune,2,30,Male,No,1,1,859447
PHD,2015,New Delhi,3,27,Female,No,5,0,623394
Bachelors,2014,Pune,3,26,Male,No,4,0,599139
Bachelors,2015,Pune,2,27,Female,Yes,5,1,957705
Masters,2017,New Delhi,2,29,Male,No,1,0,994618
Bachelors,2013,New Delhi,3,28,Female,No,3,0,602305
Masters,2012,Pune,3,29,Male,No,4,1,669619
Bachelors,2014,New Delhi,3,28,Female,No,3,0,611183
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,661719
Bachelors,2012,Bangalore,3,29,Male,No,1,0,682261
Bachelors,2017,Pune,2,26,Male,No,4,0,801456
Bachelors,2014,Bangalore,3,30,Male,No,2,1,493162
Bachelors,2014,New Delhi,3,29,Male,No,4,0,667307
Bachelors,2015,Pune,2,26,Female,No,4,1,839486
Bachelors,2014,Bangalore,3,27,Female,No,5,0,504821
Masters,2013,New Delhi,2,26,Male,No,4,1,1024792
Bachelors,2013,New Delhi,3,29,Female,No,2,0,439604
Bachelors,2016,Bangalore,2,30,Female,No,4,1,1007442
Bachelors,2017,New Delhi,3,29,Female,No,0,0,595797
Bachelors,2018,Bangalore,3,28,Male,No,3,1,685430
Bachelors,2014,Bangalore,3,29,Male,No,4,0,689072
Masters,2017,New Delhi,2,30,Female,No,2,0,980291
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,497545
Bachelors,2017,New Delhi,2,28,Female,No,1,0,928089
Bachelors,2013,Bangalore,2,27,Female,No,5,1,839073
Bachelors,2015,Bangalore,3,30,Male,No,4,0,524874
Bachelors,2012,Bangalore,3,26,Male,No,4,0,446000
Bachelors,2016,Bangalore,3,26,Male,No,4,0,582374
Masters,2017,Bangalore,2,30,Male,No,3,0,965543
Masters,2017,New Delhi,2,29,Male,No,4,0,1054946
Bachelors,2014,Bangalore,3,28,Male,No,3,0,659028
Masters,2017,New Delhi,3,27,Male,No,5,1,593854
Bachelors,2014,Bangalore,3,27,Male,No,5,0,698640
Bachelors,2017,New Delhi,3,27,Male,No,5,0,627146
Bachelors,2016,Pune,3,30,Male,No,0,0,407336
Bachelors,2015,Bangalore,3,29,Female,No,0,0,559981
Bachelors,2015,Pune,2,27,Female,Yes,5,1,869341
Bachelors,2013,Bangalore,3,26,Female,No,4,0,637695
Bachelors,2015,New Delhi,3,29,Male,No,1,0,477852
Bachelors,2017,Bangalore,3,30,Male,No,4,0,684161
PHD,2017,New Delhi,3,27,Male,No,5,0,422570
PHD,2013,Bangalore,3,27,Male,No,5,0,634833
Bachelors,2018,Bangalore,3,28,Male,Yes,1,1,411826
Bachelors,2013,Bangalore,3,29,Male,No,1,0,404916
Masters,2017,Pune,2,29,Female,Yes,2,1,889914
Bachelors,2015,Pune,3,27,Male,No,5,0,655680
Bachelors,2012,Bangalore,3,27,Female,No,5,0,683204
Masters,2018,Pune,3,26,Male,No,4,1,497986
Bachelors,2012,New Delhi,1,27,Female,No,5,1,1273580
Masters,2017,Pune,2,27,Male,Yes,5,1,1007173
Bachelors,2015,Pune,1,28,Female,No,0,1,1360688
Bachelors,2014,Bangalore,3,29,Male,No,4,1,663379
Bachelors,2017,New Delhi,3,29,Female,No,3,0,462353
PHD,2015,Pune,2,26,Female,No,4,0,1013361
Bachelors,2017,Bangalore,3,30,Female,No,5,0,407603
Bachelors,2016,Pune,3,26,Male,No,4,0,430227
Masters,2013,Pune,3,26,Male,No,4,1,561955
Bachelors,2012,Pune,2,29,Female,No,2,1,1013082
Bachelors,2018,Bangalore,3,30,Male,Yes,2,1,591796
Bachelors,2016,Bangalore,3,27,Male,No,5,0,438793
Bachelors,2015,Bangalore,3,26,Male,No,4,0,614535
Bachelors,2018,Bangalore,2,28,Female,No,3,1,853808
Bachelors,2012,Bangalore,3,28,Male,No,0,1,607450
Bachelors,2014,Bangalore,3,27,Male,No,5,0,456506
Bachelors,2012,Bangalore,3,28,Female,Yes,0,0,525700
Masters,2014,New Delhi,3,28,Male,No,2,0,518291
Bachelors,2012,Bangalore,3,26,Female,No,4,0,510676
Bachelors,2015,Pune,3,27,Male,No,5,0,514766
Bachelors,2016,Bangalore,3,28,Male,Yes,2,0,499886
Bachelors,2018,Pune,3,29,Male,Yes,3,1,478244
Bachelors,2014,New Delhi,3,29,Male,Yes,4,0,400900
Bachelors,2015,Bangalore,3,29,Male,No,1,0,474564
Masters,2018,Bangalore,3,27,Male,Yes,5,1,404443
Bachelors,2014,Bangalore,3,28,Male,No,5,0,499820
Masters,2017,Pune,2,27,Male,No,5,0,942878
Bachelors,2017,Pune,2,27,Male,No,5,0,804027
Bachelors,2014,Bangalore,3,28,Male,No,4,0,632484
Bachelors,2017,New Delhi,2,26,Male,No,4,0,877831
Bachelors,2017,Pune,3,29,Female,No,0,1,413146
Bachelors,2012,Bangalore,3,26,Female,No,4,0,485825
Bachelors,2017,New Delhi,2,26,Female,No,4,0,927811
Bachelors,2017,Pune,2,26,Female,No,4,1,857649
Bachelors,2014,Bangalore,3,30,Male,No,1,0,623764
Bachelors,2018,Bangalore,3,29,Male,No,2,1,433382
Masters,2013,Bangalore,3,30,Male,No,2,1,549486
Bachelors,2016,Bangalore,3,27,Female,No,5,0,609975
Bachelors,2016,New Delhi,3,26,Female,No,4,0,510648
Bachelors,2017,Bangalore,1,30,Male,No,1,0,1253686
Bachelors,2015,New Delhi,3,30,Female,Yes,1,0,589353
Bachelors,2013,Pune,3,30,Male,No,0,0,463351
Bachelors,2015,Pune,3,27,Male,No,5,0,440371
Bachelors,2017,Pune,3,30,Female,No,1,1,555782
PHD,2018,New Delhi,3,30,Male,No,2,1,669035
Bachelors,2018,Bangalore,3,29,Male,Yes,1,1,580853
Bachelors,2013,Bangalore,3,30,Male,Yes,0,0,690567
Bachelors,2017,Bangalore,3,27,Male,No,5,1,652990
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,439804
Bachelors,2013,Pune,3,28,Male,No,5,0,659384
Bachelors,2014,New Delhi,3,26,Male,No,4,0,680006
Bachelors,2015,Pune,2,30,Female,No,1,1,964638
Masters,2013,New Delhi,2,26,Male,No,4,1,900097
Bachelors,2016,Bangalore,3,26,Male,No,4,0,428329
Masters,2012,Pune,3,27,Male,Yes,5,1,593157
Bachelors,2017,Bangalore,3,27,Female,No,5,0,609802
Bachelors,2013,Bangalore,3,30,Male,No,1,0,533838
Bachelors,2014,New Delhi,3,27,Male,No,5,0,615783
Masters,2013,Bangalore,3,30,Male,No,1,1,569273
Bachelors,2016,Bangalore,3,29,Male,No,2,1,444823
Bachelors,2016,Bangalore,3,28,Male,No,3,0,640402
Masters,2017,New Delhi,3,29,Female,No,2,0,441182
Bachelors,2014,New Delhi,3,26,Male,No,4,0,429364
Masters,2018,New Delhi,3,30,Male,No,2,1,529067
Masters,2014,Pune,3,27,Female,No,5,1,467256
Bachelors,2017,Pune,3,29,Male,No,0,0,532395
Masters,2016,New Delhi,3,30,Male,No,2,0,480143
Masters,2017,New Delhi,3,30,Male,No,3,1,680781
Bachelors,2013,Pune,2,30,Female,No,1,1,1049917
Masters,2014,New Delhi,3,28,Female,No,3,0,467061
Bachelors,2013,Pune,3,26,Male,No,4,0,631146
Bachelors,2017,Bangalore,1,30,Male,No,2,0,1372233
Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,557009
Bachelors,2013,Pune,1,30,Female,Yes,1,1,1420264
Bachelors,2013,Bangalore,3,30,Female,No,5,0,618696
